order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget
SO - 0001428,2017-12-02,Rhynoodle Ltd,Wholesale,Product 13,11,2512.5,27637.5,2060.25,NC,North Carolina,South,35.40875,-80.57951,3720639.645
SO - 0003646,2017-12-02,General Company,Wholesale,Product 26,9,3162.4,28461.600000000002,2624.792,IL,Illinois,Midwest,41.84454,-87.75929,5685138.2700000005
SO - 0004031,2017-12-02,Skyble Corp,Distributor,Product 1,9,1755.4,15798.6,983.0240000000001,VA,Virginia,South,39.11566,-77.5636,3016489.209
SO - 0007636,2017-12-02,Flipbug Ltd,Distributor,Product 8,9,4006.6,36059.4,2283.7619999999997,MO,Missouri,Midwest,38.62727,-90.19789,1085037.3290000001
SO - 000928,2017-12-02,Realbridge Corp,Wholesale,Product 26,11,1989.9,21888.9,935.253,IN,Indiana,Midwest,39.87632,-86.14291,5685138.2700000005
SO - 0001572,2017-12-02,Jayo Company,Export,Product 11,5,1118.9,5594.5,749.6630000000001,CA,California,West,34.03363,-117.04309,1230458.484
SO - 0002888,2017-12-02,Colgate-Pa Group,Wholesale,Product 9,11,3832.4,42156.4,2107.82,ME,Maine,Northeast,43.66147,-70.25533,710415.405
SO - 0004411,2017-12-02,Voolith Ltd,Wholesale,Product 1,6,194.3,1165.8000000000002,102.97900000000001,NY,New York,Northeast,40.70621,-73.61874,3016489.209
SO - 0006081,2017-12-02,Shuffledri Group,Wholesale,Product 15,10,2211.0,22110.0,1857.24,IL,Illinois,Midwest,42.02911,-88.08951,3299478.315
SO - 0007607,2017-12-02,Snaptags Ltd,Distributor,Product 5,11,2860.9,31469.9,1316.0140000000001,TX,Texas,South,26.21591,-98.32529,3925424.5420000004
SO - 0009046,2017-12-02,Kare Corp,Wholesale,Product 14,12,214.4,2572.8,150.07999999999998,FL,Florida,South,26.52535,-80.06643,4028698.4090000005
SO - 0009485,2017-12-02,Fred's Company,Distributor,Product 13,9,2680.0,24120.0,1259.6,NC,North Carolina,South,35.8306,-78.64177,3720639.645
SO - 0001011,2017-12-03,Alembic Ltd,Distributor,Product 3,10,3886.0,38860.0,2720.2,TX,Texas,South,26.19063,-97.6961,2642352.432
SO - 0002792,2017-12-03,CLINIQUE Ltd,Distributor,Product 16,8,1681.7,13453.6,992.203,FL,Florida,South,26.35869,-80.0831,2062061.144
SO - 0003142,2017-12-03,Terumo Corp,Wholesale,Product 18,7,2271.3,15899.100000000002,1635.336,GA,Georgia,South,32.5971,-83.65394,2309499.045
SO - 0004194,2017-12-03,Rochester Group,Wholesale,Product 28,6,3832.4,22994.4,2721.004,AR,Arkansas,South,34.76954,-92.26709,1003867.767
SO - 0007886,2017-12-03,Aibox Company,Wholesale,Product 3,8,227.8,1822.4,136.68,FL,Florida,South,28.90054,-81.26367,2642352.432
SO - 0008618,2017-12-03,Johnson Ltd,Distributor,Product 5,6,3926.2000000000003,23557.2,1845.314,WA,Washington,West,46.60207,-120.5059,3925424.5420000004
SO - 000298,2017-12-03,Neutrogena Ltd,Distributor,Product 19,8,3899.4,31195.2,2027.688,NY,New York,Northeast,40.80049,-73.51056,1645841.6
SO - 000868,2017-12-03,Vitz Company,Wholesale,Product 25,10,1159.1000000000001,11591.000000000002,741.8240000000001,MD,Maryland,South,39.4015,-76.60191,5342315.484
SO - 0001796,2017-12-03,Yodoo Ltd,Wholesale,Product 3,9,1721.9,15497.1,1360.3010000000002,MI,Michigan,Midwest,42.49698,-82.88881,2642352.432
SO - 0003017,2017-12-03,Aibox Company,Wholesale,Product 2,8,3343.3,26746.4,2540.9080000000004,CT,Connecticut,Northeast,41.05343,-73.53873,3050087.565
SO - 0005133,2017-12-03,Yombu Corp,Wholesale,Product 23,5,1098.8,5494.0,901.016,IN,Indiana,Midwest,39.58265,-86.095,1135815.7580000001
SO - 0005187,2017-12-03,True Ltd,Export,Product 1,6,1788.9,10733.400000000001,1216.4520000000002,OH,Ohio,Midwest,40.8686,-81.36892,3016489.209
SO - 0005280,2017-12-03,Realcube Company,Wholesale,Product 29,5,1922.9,9614.5,1288.343,TN,Tennessee,South,35.14953,-90.04898,594471.5700000001
SO - 0007801,2017-12-03,State Ltd,Wholesale,Product 18,7,2673.3,18713.100000000002,1256.451,CA,California,West,33.88835,-118.30896,2309499.045
SO - 000428,2017-12-03,Cogilith Group,Export,Product 14,5,167.5,837.5,100.5,MA,Massachusetts,Northeast,42.32385,-71.142,4028698.4090000005
SO - 0001781,2017-12-03,Voolith Ltd,Distributor,Product 19,6,951.4,5708.4,761.12,IL,Illinois,Midwest,42.0299,-87.97733,1645841.6
SO - 0003690,2017-12-03,Mycone Ltd,Wholesale,Product 26,11,3999.9,43998.9,2279.9429999999998,CA,California,West,34.02862,-117.81034,5685138.2700000005
SO - 0003794,2017-12-03,Fivebridge Ltd,Wholesale,Product 16,10,241.20000000000002,2412.0,135.07200000000003,IL,Illinois,Midwest,41.86472,-87.87119,2062061.144
SO - 0004623,2017-12-03,Golden Corp,Distributor,Product 2,5,924.6,4623.0,564.006,NJ,New Jersey,Northeast,40.40709,-74.06984,3050087.565
SO - 0008249,2017-12-03,Aldi Ltd,Wholesale,Product 25,7,3504.1,24528.7,2207.583,IN,Indiana,Midwest,40.19338,-85.38636,5342315.484
SO - 0009179,2017-12-03,Cadila Ltd,Wholesale,Product 13,12,1139.0,13668.0,569.5,IL,Illinois,Midwest,41.84454,-87.75929,3720639.645
SO - 0010470,2017-12-03,Holston Company,Distributor,Product 25,11,1125.6000000000001,12381.600000000002,619.0800000000002,VA,Virginia,South,38.84039,-77.42888,5342315.484
SO - 0002236,2017-12-03,Cadila Ltd,Export,Product 7,8,2405.3,19242.4,1154.544,WA,Washington,West,46.60207,-120.5059,889737.555
SO - 0006280,2017-12-03,Epic Group,Distributor,Product 26,5,1755.4,8777.0,754.822,MI,Michigan,Midwest,43.01253,-83.68746,5685138.2700000005
SO - 0008457,2017-12-03,Cantrell Company,Distributor,Product 25,8,1922.9,15383.2,999.9080000000001,LA,Louisiana,South,30.45075,-91.15455,5342315.484
SO - 000430,2017-12-03,Gabvine Ltd,Export,Product 13,7,924.6,6472.2,665.712,MI,Michigan,Midwest,42.21368,-83.59918,3720639.645
SO - 000824,2017-12-03,Dynazzy Company,Wholesale,Product 13,11,1179.2,12971.2,825.4399999999999,CA,California,West,33.70918,-117.95367,3720639.645
SO - 0002075,2017-12-03,Trunyx Ltd,Distributor,Product 11,5,991.6,4958.0,743.7,CA,California,West,37.77993,-121.97802,1230458.484
SO - 0006202,2017-12-03,Voolia Ltd,Distributor,Product 2,6,174.20000000000002,1045.2,69.68,FL,Florida,South,27.49893,-82.57482,3050087.565
SO - 0007084,2017-12-03,Talane Group,Distributor,Product 1,9,2499.1,22491.899999999998,1599.424,AZ,Arizona,West,33.37032,-112.58378,3016489.209
SO - 0010401,2017-12-03,American Corp,Distributor,Product 14,10,1695.1000000000001,16951.0,1440.835,CA,California,West,33.98307,-118.09674,4028698.4090000005
SO - 0001446,2017-12-03,Geiss Company,Export,Product 15,9,810.7,7296.3,486.42,IL,Illinois,Midwest,42.02803,-88.20364,3299478.315
SO - 0002734,2017-12-03,Meejo Corp,Wholesale,Product 4,5,2539.3,12696.5,1828.296,MA,Massachusetts,Northeast,42.27926,-71.41617,2885560.824
SO - 0004897,2017-12-03,Neutrogena Ltd,Wholesale,Product 15,6,931.3000000000001,5587.8,596.032,MA,Massachusetts,Northeast,41.89806,-70.62417,3299478.315
SO - 0005215,2017-12-03,Remedy Ltd,Export,Product 3,7,2706.8,18947.600000000002,1569.944,OH,Ohio,Midwest,41.4995,-81.69541,2642352.432
SO - 0005678,2017-12-03,Skippad Ltd,Wholesale,Product 12,7,891.1,6237.7,543.571,CA,California,West,34.50083,-117.18588,1356976.996
SO - 0008701,2017-12-03,CARDINAL Group,Wholesale,Product 8,11,1011.7,11128.7,708.1899999999999,IL,Illinois,Midwest,41.84559,-87.75394,1085037.3290000001
SO - 0001173,2017-12-04,Golden Corp,Wholesale,Product 13,10,2525.9,25259.0,1793.389,CA,California,West,39.72849,-121.83748,3720639.645
SO - 0001252,2017-12-04,Chatterbri Ltd,Wholesale,Product 8,7,850.9,5956.3,553.085,FL,Florida,South,26.62535,-81.6248,1085037.3290000001
SO - 0001791,2017-12-04,Neutrogena Ltd,Wholesale,Product 11,11,3919.5,43114.5,2038.14,MI,Michigan,Midwest,42.6731,-83.03656,1230458.484
SO - 0006072,2017-12-04,Rooxo Company,Distributor,Product 12,8,877.7,7021.6,351.08000000000004,IN,Indiana,Midwest,39.77186,-86.26094,1356976.996
SO - 0009418,2017-12-04,Liberty Group,Wholesale,Product 5,5,984.9,4924.5,630.336,MI,Michigan,Midwest,42.71434,-84.55928,3925424.5420000004
SO - 000210,2017-12-04,Skippad Ltd,Wholesale,Product 3,10,958.1,9581.0,517.374,FL,Florida,South,28.55778,-81.4534,2642352.432
SO - 000907,2017-12-04,Fatz Group,Wholesale,Product 14,6,2365.1,14190.599999999999,1986.6839999999997,TX,Texas,South,29.69106,-95.2091,4028698.4090000005
SO - 0001338,2017-12-04,Nexus Group,Wholesale,Product 25,6,1098.8,6592.799999999999,912.0039999999999,NY,New York,Northeast,40.83722,-73.88611,5342315.484
SO - 0001441,2017-12-04,Epic Group,Wholesale,Product 17,11,2720.2000000000003,29922.200000000004,1251.2920000000001,MD,Maryland,South,39.14344,-77.20137,2119616.824
SO - 0001566,2017-12-04,Arbor Company,Wholesale,Product 7,9,3410.3,30692.7,2387.21,IL,Illinois,Midwest,42.06642,-87.93729,889737.555
SO - 0002565,2017-12-04,Brightdog Corp,Distributor,Product 20,5,1125.6000000000001,5628.000000000001,709.128,NV,Nevada,West,36.21108,-115.07306,2067108.1199999999
SO - 0007412,2017-12-04,NARS Group,Wholesale,Product 1,12,2452.2000000000003,29426.4,1814.6280000000002,CA,California,West,33.84918,-118.38841,3016489.209
SO - 0009890,2017-12-04,Twimbo Company,Wholesale,Product 14,11,3912.8,43040.8,2934.6000000000004,CA,California,West,34.01223,-117.68894,4028698.4090000005
SO - 0001747,2017-12-04,NCS Group,Distributor,Product 6,11,2847.5,31322.5,1708.5,CT,Connecticut,Northeast,41.16704,-73.20483,1672229.416
SO - 0006014,2017-12-04,Brightdog Corp,Distributor,Product 5,7,180.9,1266.3,86.832,NY,New York,Northeast,40.66347,-73.9387,3925424.5420000004
SO - 0007513,2017-12-04,SUPERVALU Ltd,Distributor,Product 14,7,5648.1,39536.700000000004,3501.822,VA,Virginia,South,37.41375,-79.14225,4028698.4090000005
SO - 0008813,2017-12-04,State Ltd,Wholesale,Product 3,10,1118.9,11189.0,783.23,FL,Florida,South,25.75871,-80.39839,2642352.432
SO - 000957,2017-12-04,Tekfly Group,Distributor,Product 28,12,1098.8,13185.599999999999,681.256,NJ,New Jersey,Northeast,39.90461,-74.997,1003867.767
SO - 0001596,2017-12-04,Aimbo Corp,Export,Product 9,7,254.6,1782.2,127.3,OH,Ohio,Midwest,39.62657,-84.26395,710415.405
SO - 0006080,2017-12-04,Realbridge Corp,Distributor,Product 28,7,2391.9,16743.3,1865.6820000000002,AZ,Arizona,West,32.22174,-110.92648,1003867.767
SO - 0008233,2017-12-04,Realbuzz Ltd,Wholesale,Product 5,5,5916.1,29580.5,3253.8550000000005,OH,Ohio,Midwest,39.92423,-83.80882,3925424.5420000004
SO - 0010739,2017-12-04,Linkbuzz Ltd,Wholesale,Product 14,7,1835.8,12850.6,1193.27,IN,Indiana,Midwest,40.42871,-86.85277,4028698.4090000005
SO - 0001661,2017-12-04,Oba Company,Wholesale,Product 14,10,1065.3,10653.0,479.385,CA,California,West,33.74585,-117.82617,4028698.4090000005
SO - 0001735,2017-12-04,Holston Company,Distributor,Product 2,7,743.7,5205.900000000001,438.783,MI,Michigan,Midwest,42.48948,-83.14465,3050087.565
SO - 0002673,2017-12-04,Pixoboo Corp,Distributor,Product 16,12,1172.5,14070.0,562.8,TX,Texas,South,29.69106,-95.2091,2062061.144
SO - 0006871,2017-12-04,Zoovu Corp,Wholesale,Product 11,10,1132.3,11323.0,690.703,VA,Virginia,South,38.84039,-77.42888,1230458.484
SO - 0007768,2017-12-04,Voonyx Group,Wholesale,Product 14,10,1212.7,12127.0,582.096,NC,North Carolina,South,35.60095,-82.55402,4028698.4090000005
SO - 0008265,2017-12-04,Wordware Company,Distributor,Product 9,8,3055.2000000000003,24441.600000000002,2230.2960000000003,AR,Arkansas,South,34.76954,-92.26709,710415.405
SO - 0002469,2017-12-04,Voonyx Group,Distributor,Product 1,10,1031.8,10318.0,660.352,NC,North Carolina,South,35.26208,-81.1873,3016489.209
SO - 0006040,2017-12-04,Actavis Company,Distributor,Product 15,9,2814.0,25326.0,1181.8799999999999,WA,Washington,West,47.97898,-122.20208,3299478.315
SO - 0006348,2017-12-04,Twinte Group,Wholesale,Product 26,11,3979.8,43777.8,2427.678,AR,Arkansas,South,35.0887,-92.4421,5685138.2700000005
SO - 0008076,2017-12-04,Skyvu Group,Wholesale,Product 2,5,1038.5,5192.5,664.64,VA,Virginia,South,36.84681,-76.28522,3050087.565
SO - 0009789,2017-12-04,Divanoodle Ltd,Wholesale,Product 3,8,1145.7,9165.6,618.6780000000001,CA,California,West,34.02862,-117.81034,2642352.432
SO - 0009607,2017-12-04,Flipbug Ltd,Wholesale,Product 24,9,964.8000000000001,8683.2,482.40000000000003,FL,Florida,South,26.31841,-80.09977,756557.97
SO - 0001534,2017-12-05,Nexus Group,Distributor,Product 15,6,877.7,5266.200000000001,561.7280000000001,ME,Maine,Northeast,43.66147,-70.25533,3299478.315
SO - 0001536,2017-12-05,Eayo Company,Wholesale,Product 18,8,6472.2,51777.6,2977.212,OK,Oklahoma,South,36.12795,-95.90232,2309499.045
SO - 0007626,2017-12-05,Terumo Corp,Wholesale,Product 13,8,2311.5,18492.0,1525.5900000000001,CA,California,West,33.83529,-117.9145,3720639.645
SO - 0009342,2017-12-05,MEIJER Corp,Wholesale,Product 7,6,1152.4,6914.400000000001,576.2,CA,California,West,38.61713,-121.32828,889737.555
SO - 0009199,2017-12-05,Zava Group,Wholesale,Product 17,6,6277.900000000001,37667.4,4959.541000000001,MA,Massachusetts,Northeast,42.37649,-71.23561,2119616.824
SO - 0004874,2017-12-05,Skiptube Ltd,Wholesale,Product 20,7,2653.2000000000003,18572.4,1485.7920000000004,FL,Florida,South,25.77427,-80.19366,2067108.1199999999
SO - 0004929,2017-12-05,Quimm Company,Wholesale,Product 26,7,2673.3,18713.100000000002,2138.6400000000003,IL,Illinois,Midwest,41.68366,-88.08834,5685138.2700000005
SO - 0006005,2017-12-05,Skyble Corp,Export,Product 14,9,2512.5,22612.5,1231.125,IN,Indiana,Midwest,41.68338,-86.25001,4028698.4090000005
SO - 0006388,2017-12-05,Realpoint Corp,Distributor,Product 23,8,1051.9,8415.2,715.2920000000001,NY,New York,Northeast,42.65258,-73.75623,1135815.7580000001
SO - 0006602,2017-12-05,CLINIQUE Ltd,Wholesale,Product 4,8,1855.9,14847.2,1410.4840000000002,IL,Illinois,Midwest,41.59381,-88.19968,2885560.824
SO - 0006862,2017-12-05,Realbuzz Ltd,Wholesale,Product 27,9,1273.0,11457.0,1069.32,FL,Florida,South,28.53834,-81.37924,964940.2310000001
SO - 0007022,2017-12-05,sanofi-ave Group,Distributor,Product 25,9,2432.1,21888.899999999998,1556.5439999999999,CA,California,West,34.02862,-117.81034,5342315.484
SO - 0010250,2017-12-05,SAFEWAY Ltd,Wholesale,Product 25,12,1139.0,13668.0,728.96,IL,Illinois,Midwest,39.8463,-88.95822,5342315.484
SO - 0010749,2017-12-05,Cantrell Company,Wholesale,Product 13,6,167.5,1005.0,125.625,MD,Maryland,South,39.26733,-76.79831,3720639.645
SO - 0001114,2017-12-05,Fivebridge Ltd,Export,Product 8,11,221.1,2432.1,108.339,NY,New York,Northeast,41.14077,-74.10498,1085037.3290000001
SO - 0004995,2017-12-05,Z.H.T. Group,Wholesale,Product 19,5,3517.5,17587.5,2778.8250000000003,MD,Maryland,South,39.4015,-76.60191,1645841.6
SO - 0006966,2017-12-05,Tekfly Group,Wholesale,Product 20,5,1025.1000000000001,5125.500000000001,420.29100000000005,MT,Montana,West,47.50024,-111.30081,2067108.1199999999
SO - 0010618,2017-12-05,Zooveo Company,Distributor,Product 18,7,1239.5,8676.5,842.86,OK,Oklahoma,South,36.12795,-95.90232,2309499.045
SO - 000169,2017-12-05,Quimm Company,Distributor,Product 5,5,1051.9,5259.5,494.39300000000003,IL,Illinois,Midwest,42.04114,-87.69006,3925424.5420000004
SO - 0001865,2017-12-05,Colgate-Pa Group,Wholesale,Product 26,12,1708.5,20502.0,1349.7150000000001,OH,Ohio,Midwest,39.34021,-84.41716,5685138.2700000005
SO - 0004591,2017-12-05,Z.H.T. Group,Distributor,Product 20,7,6030.0,42210.0,2894.4,NM,New Mexico,West,35.28507,-106.69887,2067108.1199999999
SO - 0006564,2017-12-05,Snaptags Ltd,Wholesale,Product 20,7,2626.4,18384.8,1339.4640000000002,NJ,New Jersey,Northeast,40.18205,-74.19852,2067108.1199999999
SO - 0009960,2017-12-05,Rooxo Company,Export,Product 25,8,3986.5,31892.0,2152.71,NV,Nevada,West,36.10803,-115.245,5342315.484
SO - 000138,2017-12-05,Voonyx Group,Wholesale,Product 6,9,998.3000000000001,8984.7,698.8100000000001,CA,California,West,38.44047,-122.71443,1672229.416
SO - 0001349,2017-12-05,Geiss Company,Wholesale,Product 4,7,1246.2,8723.4,710.334,NY,New York,Northeast,42.12662,-76.03324,2885560.824
SO - 0001737,2017-12-05,Rochester Group,Export,Product 6,8,5768.7,46149.6,3922.7160000000003,CA,California,West,37.323,-122.03218,1672229.416
SO - 0002435,2017-12-05,Bath Group,Wholesale,Product 5,8,1031.8,8254.4,443.674,CT,Connecticut,Northeast,41.39482,-73.45401,3925424.5420000004
SO - 0003232,2017-12-05,Wordtune Company,Export,Product 12,5,6545.900000000001,32729.500000000004,4713.048,VA,Virginia,South,39.11566,-77.5636,1356976.996
SO - 0003676,2017-12-05,Viva Ltd,Export,Product 5,5,3423.7000000000003,17118.5,2191.168,OR,Oregon,West,44.04624,-123.02203,3925424.5420000004
SO - 0004880,2017-12-05,Browsebug Company,Distributor,Product 16,7,2318.2000000000003,16227.400000000001,1460.4660000000001,CA,California,West,33.97918,-118.03284,2062061.144
SO - 0006902,2017-12-05,Mydeo Ltd,Wholesale,Product 16,5,1005.0,5025.0,592.9499999999999,CA,California,West,37.77993,-121.97802,2062061.144
SO - 0006968,2017-12-05,Buzzshare Company,Distributor,Product 5,8,3999.9,31999.2,3319.917,CO,Colorado,West,39.55388,-104.96943,3925424.5420000004
SO - 0010041,2017-12-05,Skidoo Company,Distributor,Product 5,11,850.9,9359.9,714.756,TX,Texas,South,32.35126,-95.30106,3925424.5420000004
SO - 0010075,2017-12-05,Tagfeed Ltd,Wholesale,Product 14,6,2633.1,15798.599999999999,1079.571,CT,Connecticut,Northeast,41.53815,-72.80704,4028698.4090000005
SO - 000108,2017-12-05,Tagfeed Ltd,Distributor,Product 10,10,1815.7,18157.0,1525.1879999999999,CT,Connecticut,Northeast,41.76593,-72.68158,864331.624
SO - 000901,2017-12-05,Kare Corp,Distributor,Product 6,8,1118.9,8951.2,469.93800000000005,NJ,New Jersey,Northeast,40.77955,-74.02375,1672229.416
SO - 000954,2017-12-05,Zooveo Company,Wholesale,Product 29,5,1809.0,9045.0,1465.2900000000002,NC,North Carolina,South,35.98998,-79.99047,594471.5700000001
SO - 0002176,2017-12-05,Fivechat Company,Distributor,Product 13,9,2485.7000000000003,22371.300000000003,1242.8500000000001,NY,New York,Northeast,42.12662,-76.03324,3720639.645
SO - 0003505,2017-12-05,BTA Corp,Export,Product 4,7,1132.3,7926.099999999999,962.4549999999999,NY,New York,Northeast,40.80336,-73.6784,2885560.824
SO - 0004465,2017-12-05,Aibox Company,Distributor,Product 5,8,1038.5,8308.0,799.645,FL,Florida,South,28.29196,-81.40757,3925424.5420000004
SO - 0006550,2017-12-05,Pixoboo Corp,Wholesale,Product 15,5,2365.1,11825.5,1702.8719999999998,PA,Pennsylvania,Northeast,40.62642,-75.3679,3299478.315
SO - 0007292,2017-12-05,Cadila Ltd,Wholesale,Product 1,7,1112.2,7785.400000000001,778.54,NM,New Mexico,West,35.08449,-106.65114,3016489.209
SO - 0007983,2017-12-05,Pixoboo Corp,Wholesale,Product 6,5,1065.3,5326.5,617.8739999999999,TX,Texas,South,33.04655,-96.98183,1672229.416
SO - 0009829,2017-12-05,The Ltd,Wholesale,Product 10,5,3926.2000000000003,19631.0,3062.436,CA,California,West,39.14045,-121.61691,864331.624
SO - 0008707,2017-12-05,Aibox Company,Wholesale,Product 14,5,2378.5,11892.5,1974.155,GA,Georgia,South,33.76291,-84.42267,4028698.4090000005
SO - 0001342,2017-12-06,Voolith Ltd,Distributor,Product 17,9,5380.1,48420.9,4304.080000000001,MA,Massachusetts,Northeast,42.4251,-71.06616,2119616.824
SO - 0004026,2017-12-06,Vimbo Company,Distributor,Product 30,8,1105.5,8844.0,807.015,GA,Georgia,South,33.95219,-83.36715,1011609.684
SO - 0007490,2017-12-06,Buzzshare Company,Wholesale,Product 14,8,3999.9,31999.2,2919.927,CA,California,West,36.20773,-119.34734,4028698.4090000005
SO - 0007498,2017-12-06,Johnson Ltd,Distributor,Product 4,9,1045.2,9406.800000000001,836.1600000000001,MD,Maryland,South,38.99067,-77.02609,2885560.824
SO - 0007874,2017-12-06,Jaxbean Group,Wholesale,Product 12,8,1795.6000000000001,14364.800000000001,718.2400000000001,MN,Minnesota,Midwest,45.01052,-93.45551,1356976.996
SO - 0001406,2017-12-06,Browsebug Company,Wholesale,Product 21,11,1206.0,13266.0,916.5600000000001,CA,California,West,38.10742,-122.5697,959899.2180000001
SO - 0001794,2017-12-06,Terumo Corp,Wholesale,Product 18,6,1855.9,11135.400000000001,1354.807,CA,California,West,33.9938,-117.75888,2309499.045
SO - 0002691,2017-12-06,Linklinks Ltd,Distributor,Product 24,7,1031.8,7222.599999999999,588.126,MO,Missouri,Midwest,39.01695,-94.28161,756557.97
SO - 0005458,2017-12-06,Fivechat Company,Wholesale,Product 1,9,3504.1,31536.899999999998,2943.444,RI,Rhode Island,Northeast,41.82399,-71.41283,3016489.209
SO - 0004021,2017-12-06,Trunyx Ltd,Distributor,Product 26,5,1078.7,5393.5,614.8589999999999,MO,Missouri,Midwest,38.9216,-94.38476,5685138.2700000005
SO - 0005963,2017-12-06,CLINIQUE Ltd,Distributor,Product 9,10,174.20000000000002,1742.0000000000002,130.65,IL,Illinois,Midwest,41.93807,-87.8685,710415.405
SO - 0006077,2017-12-06,Buzzshare Company,Distributor,Product 25,11,5038.400000000001,55422.40000000001,3778.8,CA,California,West,37.35411,-121.95524,5342315.484
SO - 0006170,2017-12-06,Wordware Company,Wholesale,Product 26,5,938.0,4690.0,684.74,IN,Indiana,Midwest,40.48643,-86.1336,5685138.2700000005
SO - 0007023,2017-12-06,Skippad Ltd,Distributor,Product 5,12,1118.9,13426.800000000001,626.5840000000001,WA,Washington,West,47.67399,-122.12151,3925424.5420000004
SO - 0008125,2017-12-06,ALK-Abello Ltd,Distributor,Product 14,10,3731.9,37319.0,2948.201,NY,New York,Northeast,43.04812,-76.14742,4028698.4090000005
SO - 000394,2017-12-06,Unit Ltd,Distributor,Product 9,6,1139.0,6834.0,933.9799999999999,IA,Iowa,Midwest,41.54994,-93.78135,710415.405
SO - 0001996,2017-12-06,EMD Group,Wholesale,Product 14,12,1065.3,12783.599999999999,745.7099999999999,IN,Indiana,Midwest,39.96392,-85.92802,4028698.4090000005
SO - 0002393,2017-12-06,Realbridge Corp,Distributor,Product 27,7,2331.6,16321.199999999999,1841.964,MA,Massachusetts,Northeast,42.30791,-71.4362,964940.2310000001
SO - 0003437,2017-12-06,Blogspan Ltd,Wholesale,Product 1,8,1051.9,8415.2,715.2920000000001,ND,North Dakota,Midwest,47.92526,-97.03285,3016489.209
SO - 0004209,2017-12-06,Nexus Group,Wholesale,Product 15,10,3899.4,38994.0,2924.55,CA,California,West,34.09529,-118.12701,3299478.315
SO - 0007556,2017-12-06,Sanum-Kehl Group,Distributor,Product 19,5,5969.7,29848.5,4417.5779999999995,MS,Mississippi,South,30.36742,-89.09282,1645841.6
SO - 0007643,2017-12-06,Aveda Group,Wholesale,Product 13,6,911.2,5467.200000000001,446.488,TX,Texas,South,32.56919,-97.12053,3720639.645
SO - 0009316,2017-12-06,Meejo Corp,Wholesale,Product 11,11,2867.6,31543.6,1319.096,FL,Florida,South,28.47689,-82.52546,1230458.484
SO - 0010228,2017-12-06,Zoonoodle Ltd,Distributor,Product 15,12,1159.1000000000001,13909.2,707.051,CA,California,West,34.69804,-118.13674,3299478.315
SO - 0010711,2017-12-06,Holston Company,Distributor,Product 25,12,1038.5,12462.0,591.9449999999999,IL,Illinois,Midwest,42.28417,-87.94521,5342315.484
SO - 0002484,2017-12-06,Skyble Corp,Distributor,Product 6,5,1340.0,6700.0,924.5999999999999,NY,New York,Northeast,43.02033,-78.88032,1672229.416
SO - 0006503,2017-12-06,Mydo Corp,Wholesale,Product 13,9,716.9,6452.099999999999,379.957,GA,Georgia,South,33.85844,-84.3402,3720639.645
SO - 0010038,2017-12-06,Nlounge Ltd,Wholesale,Product 24,12,5480.6,65767.20000000001,4110.450000000001,IL,Illinois,Midwest,42.11043,-88.30135,756557.97
SO - 0008549,2017-12-06,Devpoint Group,Distributor,Product 15,11,1333.3,14666.3,879.9780000000001,NY,New York,Northeast,42.73911,-78.85713,3299478.315
SO - 000620,2017-12-06,H Ltd,Wholesale,Product 15,11,2405.3,26458.300000000003,1635.6040000000003,IL,Illinois,Midwest,40.5142,-88.99063,3299478.315
SO - 0001383,2017-12-06,Devpoint Group,Distributor,Product 29,6,3966.4,23798.4,2736.816,NM,New Mexico,West,32.31232,-106.77834,594471.5700000001
SO - 0002778,2017-12-06,Skidoo Company,Distributor,Product 5,5,207.70000000000002,1038.5,168.23700000000002,IN,Indiana,Midwest,39.87571,-86.26625,3925424.5420000004
SO - 0006233,2017-12-06,Centizu Company,Distributor,Product 13,8,1011.7,8093.6,728.424,CA,California,West,36.67774,-121.6555,3720639.645
SO - 0006556,2017-12-06,BB17 Company,Export,Product 13,11,871.0,9581.0,418.08,DC,District of Columbia,South,38.9041,-77.01723,3720639.645
SO - 0010036,2017-12-06,Mydeo Ltd,Wholesale,Product 16,5,1005.0,5025.0,592.9499999999999,CA,California,West,38.67796,-121.17606,2062061.144
SO - 000369,2017-12-07,H Ltd,Export,Product 20,11,3758.7000000000003,41345.700000000004,1954.5240000000001,WA,Washington,West,47.14121,-122.27012,2067108.1199999999
SO - 000611,2017-12-07,Arbor Company,Wholesale,Product 25,6,5634.7,33808.2,4226.025,FL,Florida,South,27.49893,-82.57482,5342315.484
SO - 000652,2017-12-07,Buzzbean Group,Wholesale,Product 1,9,241.20000000000002,2170.8,161.604,MN,Minnesota,Midwest,45.09413,-93.35634,3016489.209
SO - 000946,2017-12-07,Realbuzz Ltd,Distributor,Product 25,7,1045.2,7316.400000000001,752.544,FL,Florida,South,25.67927,-80.31727,5342315.484
SO - 0001450,2017-12-07,American Corp,Wholesale,Product 11,9,750.4,6753.599999999999,405.216,TN,Tennessee,South,36.30477,-86.62,1230458.484
SO - 0001837,2017-12-07,Topiczoom Corp,Export,Product 20,6,5460.5,32763.0,3003.275,FL,Florida,South,25.89009,-80.18671,2067108.1199999999
SO - 0002652,2017-12-07,Skyvu Group,Wholesale,Product 21,6,6411.900000000001,38471.4,4167.735000000001,OH,Ohio,Midwest,41.66394,-83.55521,959899.2180000001
